2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0.14360896,0.14200701,0.14045611,0.13895451,0.13750048,0.13609239,0.13472862,0.13340763,0.13212793,0.13088808,0.12968667,0.12852237,0.12739388,0.12629994,0.12523936,0.12421096,0.12321363,0.12224629,0.12130789,0.12039745,0.11951398,0.11865657,0.11782432,0.11701637,0.11623189,0.11547008,0.11473017,0.11401143,0.11331314,0.11263461,0.11197520,0.11133425,0.11071117,0.11010536,0.10951625
0.13189698,0.13042568,0.12900126,0.12762212,0.12628668,0.12499342,0.12374087,0.12252762,0.12135229,0.12021355,0.11911012,0.11804078,0.11700432,0.11599960,0.11502551,0.11408098,0.11316499,0.11227653,0.11141467,0.11057848,0.10976706,0.10897958,0.10821520,0.10747314,0.10675264,0.10605295,0.10537339,0.10471326,0.10000000,0.10344874,0.10284310,0.10225443,0.10168216,0.10112575,0.10058469
0.11892976,0.11760310,0.11631873,0.11507517,0.11387102,0.11270491,0.11157550,0.11048153,0.10942175,0.10839496,0.10740002,0.10643580,0.10550124,0.10459530,0.10371697,0.10286530,0.10203937,0.10123826,0.10046113,0.09970714,0.09897550,0.09826544,0.09757621,0.09690710,0.09625743,0.09562654,0.09501379,0.09441856,0.09384027,0.09327835,0.09273226,0.09220146,0.09168545,0.09118375,0.09069588
0.10561757,0.10443941,0.10329879,0.10219443,0.10112507,0.10008948,0.09908649,0.09811497,0.09717381,0.09626196,0.09537838,0.09452210,0.09369214,0.09288760,0.09210759,0.09135126,0.09061777,0.08990633,0.08921619,0.08854660,0.08789685,0.08726627,0.08665419,0.08605998,0.08548303,0.08492275,0.08437859,0.08384998,0.08333642,0.08283740,0.08235243,0.08188105,0.08142280,0.08097726,0.08054400
0.09262304,0.09158984,0.09058956,0.08962107,0.08868328,0.08777510,0.08689552,0.08604352,0.08521816,0.08441849,0.08364363,0.08289269,0.08216485,0.08145930,0.08077526,0.08011197,0.07946873,0.07884482,0.07823959,0.07765238,0.07708258,0.07652958,0.07599280,0.07547170,0.07496573,0.07447439,0.07399717,0.07353361,0.07308324,0.07264561,0.07222031,0.07180692,0.07140505,0.07101432,0.07063437
0.08038736,0.07949065,0.07862251,0.07778196,0.07696805,0.07617984,0.07541645,0.07467701,0.07396068,0.07326665,0.07259414,0.07194241,0.07131072,0.07069837,0.07010469,0.06952903,0.06897076,0.06842927,0.06790399,0.06739435,0.06689982,0.06641987,0.06595401,0.06550174,0.06506262,0.06463618,0.06422201,0.06381968,0.06342880,0.06304899,0.06267987,0.06232109,0.06197231,0.06163320,0.06130343
0.06917138,0.06839977,0.06765276,0.06692949,0.06622914,0.06555091,0.06489403,0.06425776,0.06364137,0.06304418,0.06246550,0.06190470,0.06136114,0.06083423,0.06032339,0.05982804,0.05934766,0.05888173,0.05842974,0.05799121,0.05756567,0.05715269,0.05675182,0.05636266,0.05598480,0.05561787,0.05526148,0.05491529,0.05457894,0.05425212,0.05393451,0.05362579,0.05332567,0.05303387,0.05275012
0.05909939,0.05844014,0.05780190,0.05718395,0.05658557,0.05600610,0.05544487,0.05490124,0.05437461,0.05386437,0.05336995,0.05289081,0.05242640,0.05197621,0.05153975,0.05111653,0.05070610,0.05030801,0.04992184,0.04954716,0.04918359,0.04883074,0.04848824,0.04815574,0.04783291,0.04751940,0.04721490,0.04691912,0.04663175,0.04635252,0.04608115,0.04581738,0.04556097,0.04531166,0.04506922
0.05019878,0.04963881,0.04909670,0.04857181,0.04806355,0.04757135,0.04709464,0.04663289,0.04618556,0.04575217,0.04533222,0.04492523,0.04453077,0.04414838,0.04377765,0.04341817,0.04306955,0.04273142,0.04240340,0.04208515,0.04177634,0.04147663,0.04118571,0.04090329,0.04062907,0.04036278,0.04010414,0.03985291,0.03960882,0.03937164,0.03914114,0.03891709,0.03869929,0.03848753,0.03828161
0.04243258,0.04195924,0.04150099,0.04105731,0.04062769,0.04021163,0.03980867,0.03941836,0.03904024,0.03867390,0.03831892,0.03797490,0.03764146,0.03731823,0.03700485,0.03670099,0.03640631,0.03612048,0.03584321,0.03557420,0.03531316,0.03505982,0.03481391,0.03457518,0.03434339,0.03411829,0.03389967,0.03368730,0.03348098,0.03328049,0.03308565,0.03289627,0.03271217,0.03253316,0.03235910
0.03572461,0.03532610,0.03494030,0.03456675,0.03420504,0.03385476,0.03351551,0.03318689,0.03286855,0.03256012,0.03226126,0.03197162,0.03169089,0.03141876,0.03115493,0.03089910,0.03065100,0.03041036,0.03017693,0.02995044,0.02973067,0.02951738,0.02931034,0.02910935,0.02891420,0.02872469,0.02854063,0.02836183,0.02818813,0.02801933,0.02785530,0.02769585,0.02754085,0.02739015,0.02724360
0.02997779,0.02964338,0.02931964,0.02900619,0.02870267,0.02840873,0.02812405,0.02784830,0.02758117,0.02732235,0.02707156,0.02682852,0.02659295,0.02636460,0.02614321,0.02592853,0.02572034,0.02551841,0.02532253,0.02513248,0.02494806,0.02476908,0.02459535,0.02442669,0.02426293,0.02410391,0.02394946,0.02379942,0.02365366,0.02351202,0.02337437,0.02324057,0.02311051,0.02298404,0.02286107
0.02508680,0.02480696,0.02453603,0.02427372,0.02401972,0.02377374,0.02353551,0.02330475,0.02308120,0.02286461,0.02265474,0.02245135,0.02225422,0.02206312,0.02187785,0.02169820,0.02152398,0.02135499,0.02119107,0.02103202,0.02087769,0.02072791,0.02058253,0.02044139,0.02030435,0.02017127,0.02004201,0.01991646,0.01979448,0.01967595,0.01956075,0.01944879,0.01933994,0.01923411,0.01913120
0.02094648,0.02071282,0.02048661,0.02026759,0.02005551,0.01985012,0.01965121,0.01945853,0.01927188,0.01909104,0.01891580,0.01874598,0.01858138,0.01842182,0.01826713,0.01811713,0.01797166,0.01783056,0.01769369,0.01756090,0.01743204,0.01730698,0.01718559,0.01706774,0.01695332,0.01684220,0.01673428,0.01662945,0.01652760,0.01642863,0.01633245,0.01623896,0.01614808,0.01605972,0.01597379
0.01745690,0.01726216,0.01707364,0.01689111,0.01671436,0.01654319,0.01637741,0.01621684,0.01606128,0.01591056,0.01576452,0.01562299,0.01548581,0.01535284,0.01522391,0.01509890,0.01497767,0.01486008,0.01474601,0.01463534,0.01452794,0.01442372,0.01432255,0.01422434,0.01412898,0.01403637,0.01394643,0.01385906,0.01377418,0.01369170,0.01361154,0.01353363,0.01345789,0.01338425,0.01331264
0.01452627,0.01436423,0.01420736,0.01405547,0.01390839,0.01376596,0.01362801,0.01349439,0.01336495,0.01323954,0.01311801,0.01300024,0.01288609,0.01277544,0.01266816,0.01256413,0.01246325,0.01236540,0.01227048,0.01217839,0.01208903,0.01200230,0.01191812,0.01183639,0.01175704,0.01167998,0.01160514,0.01153244,0.01146180,0.01139317,0.01132647,0.01126164,0.01119861,0.01113733,0.01107774
0.01207227,0.01193760,0.01180723,0.01168100,0.01155877,0.01144040,0.01132576,0.01121471,0.01110713,0.01100291,0.01090191,0.01080404,0.01070917,0.01061721,0.01052806,0.01044160,0.01035777,0.01027645,0.01019756,0.01012103,0.01004676,0.00997468,0.00990472,0.00983680,0.00977086,0.00970682,0.00964462,0.00958420,0.00952550,0.00946846,0.00941302,0.00935914,0.00930677,0.00925584,0.00920632
0.01002229,0.00991049,0.00980226,0.00969746,0.00959599,0.00949772,0.00940255,0.00931036,0.00922105,0.00913452,0.00905067,0.00896942,0.00889066,0.00881432,0.00874030,0.00866853,0.00859893,0.00853142,0.00846593,0.00840239,0.00834073,0.00828090,0.00822281,0.00816643,0.00811168,0.00805852,0.00800688,0.00795672,0.00790798,0.00786063,0.00781461,0.00776988,0.00772640,0.00768412,0.00764300
0.00831320,0.00822047,0.00813069,0.00804377,0.00795959,0.00787808,0.00779914,0.00772267,0.00764859,0.00757682,0.00750727,0.00743987,0.00737455,0.00731122,0.00724983,0.00719029,0.00713256,0.00707656,0.00702224,0.00696954,0.00691840,0.00686876,0.00682059,0.00677382,0.00672840,0.00668430,0.00664147,0.00659987,0.00655944,0.00652017,0.00648199,0.00644489,0.00640882,0.00637375,0.00633965
0.00689062,0.00681375,0.00673934,0.00666729,0.00659752,0.00652996,0.00646452,0.00640114,0.00633973,0.00628024,0.00622260,0.00616673,0.00611259,0.00606010,0.00600921,0.00595986,0.00591201,0.00586560,0.00582057,0.00577689,0.00573449,0.00569335,0.00565342,0.00561466,0.00557701,0.00554046,0.00550496,0.00547047,0.00543697,0.00540441,0.00537277,0.00534202,0.00531212,0.00528305,0.00525479
0.00570808,0.00564441,0.00558277,0.00552308,0.00546529,0.00540932,0.00535511,0.00530261,0.00525174,0.00520246,0.00515471,0.00510843,0.00506358,0.00502010,0.00497794,0.00493706,0.00489742,0.00485897,0.00482167,0.00478549,0.00475037,0.00471629,0.00468321,0.00465110,0.00461992,0.00458964,0.00456023,0.00453166,0.00450390,0.00447693,0.00445072,0.00442525,0.00440048,0.00437640,0.00435299
0.00472618,0.00467346,0.00462242,0.00457300,0.00452515,0.00447881,0.00443393,0.00439045,0.00434834,0.00430753,0.00426800,0.00422968,0.00419254,0.00415654,0.00412164,0.00408779,0.00405497,0.00402313,0.00399225,0.00396229,0.00393321,0.00390500,0.00387761,0.00385102,0.00382520,0.00380013,0.00377578,0.00375212,0.00372914,0.00370681,0.00368511,0.00366402,0.00364351,0.00362357,0.00360419
0.00391160,0.00386797,0.00382572,0.00378482,0.00374522,0.00370687,0.00366972,0.00363374,0.00359888,0.00356511,0.00353239,0.00350067,0.00346994,0.00344014,0.00341125,0.00338324,0.00335608,0.00332973,0.00330417,0.00327937,0.00325531,0.00323195,0.00320928,0.00318728,0.00316591,0.00314516,0.00312500,0.00310543,0.00308641,0.00306793,0.00304996,0.00303251,0.00301554,0.00299903,0.00298299
0.00323634,0.00320024,0.00316529,0.00313145,0.00309868,0.00306695,0.00303621,0.00300644,0.00297760,0.00294966,0.00292259,0.00289635,0.00287092,0.00284627,0.00282236,0.00279919,0.00277671,0.00275491,0.00273377,0.00271325,0.00269334,0.00267402,0.00265526,0.00263705,0.00261937,0.00260221,0.00258553,0.00256933,0.00255360,0.00253831,0.00252345,0.00250900,0.00249496,0.00248131,0.00246803
0.00267691,0.00264705,0.00261814,0.00259015,0.00256304,0.00253680,0.00251137,0.00248675,0.00246290,0.00243979,0.00241739,0.00239569,0.00237465,0.00235426,0.00233449,0.00231532,0.00229673,0.00227870,0.00226121,0.00224424,0.00222777,0.00221179,0.00219627,0.00218121,0.00216659,0.00215239,0.00213860,0.00212520,0.00211218,0.00209954,0.00208725,0.00207530,0.00206368,0.00205239,0.00204141
