2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0.014145087,0.013489752,0.011764636,0.010425745,0.009385081,0.008553252,0.007884372,0.007327098,0.00685997,0.006454143,0.006101993,0.005787434,0.005509489,0.005258147,0.00503426,0.004829815,0.004645122,0.004472596,0.004311758,0.004155725,0.004004244,0.003852198,0.003700718,0.003547174,0.003394407,0.003241935,0.00309355,0.002949721,0.002813959,0.00268647,0.002569626,0.002462782,0.002367026,0.002280928,0.002204657
0.016398842,0.015478805,0.013483286,0.011880743,0.010586565,0.009516503,0.008626473,0.007869024,0.007223503,0.006663651,0.006181065,0.005760422,0.005398279,0.005083889,0.004814725,0.00458142,0.004380867,0.004204121,0.004047616,0.0039032,0.003767823,0.003635119,0.003503709,0.003369877,0.003234495,0.003096505,0.002958569,0.002821312,0.002687983,0.002559567,0.002438764,0.002326008,0.002222941,0.002129207,0.002045474
0.019078403,0.017881262,0.015623196,0.013737711,0.012155201,0.010796594,0.009629527,0.008611344,0.007729826,0.006961474,0.00630185,0.005735176,0.005257829,0.004856168,0.004525183,0.004251812,0.004029902,0.003847027,0.003696733,0.003567733,0.003454289,0.003347154,0.00324257,0.003134452,0.003022051,0.002902952,0.00277934,0.002651661,0.002523692,0.002397035,0.002275379,0.002159986,0.002053424,0.00195599,0.00186898
0.020971914,0.019616668,0.017098396,0.014936889,0.013076579,0.011454426,0.010047509,0.008822317,0.007768832,0.006865264,0.0061034,0.005464562,0.004939011,0.004509238,0.004164779,0.003889788,0.003674354,0.003504598,0.003371632,0.003263417,0.003172345,0.003088486,0.003006331,0.002919064,0.002824447,0.002719657,0.002606075,0.002484436,0.002358553,0.002230939,0.002105838,0.001985625,0.001873475,0.001770615,0.001678719
0.021819331,0.02035382,0.017824438,0.015624334,0.013709123,0.01200551,0.010504851,0.009172564,0.008013314,0.007006899,0.006155291,0.005439205,0.004853365,0.00437716,0.00400106,0.003705393,0.003480012,0.003307627,0.003178964,0.003079077,0.002999939,0.002929033,0.002860498,0.002785425,0.002701682,0.00260522,0.002498234,0.002381077,0.002258765,0.002133766,0.002011361,0.001893742,0.001784693,0.001685025,0.001596684
0.021256378,0.019694103,0.017171848,0.014998832,0.013123756,0.011468061,0.010019003,0.008738972,0.007630222,0.006671029,0.005862299,0.005184357,0.004631842,0.00418444,0.003833036,0.003558488,0.003351163,0.00319421,0.003078724,0.002989961,0.002920043,0.002856453,0.002793367,0.002721856,0.002639925,0.002543685,0.002435666,0.002316562,0.002191809,0.002064215,0.001939366,0.001819646,0.001708954,0.00160814,0.001519128
0.020958606,0.019240785,0.016813456,0.014722184,0.012918175,0.011310114,0.009891687,0.008621562,0.007511488,0.006540642,0.00571822,0.005025261,0.004461114,0.004004554,0.003648412,0.003371867,0.003166068,0.003012536,0.00290282,0.002820735,0.002758696,0.00270285,0.002647613,0.002582955,0.002507329,0.00241622,0.002312926,0.002197914,0.002077438,0.001954123,0.001834095,0.001719378,0.001614083,0.001518585,0.001434862
0.020394774,0.01852345,0.016252665,0.014296034,0.012608746,0.011082707,0.009720077,0.008474473,0.007370793,0.006389967,0.005553078,0.004842705,0.004264908,0.003797474,0.003435849,0.003157048,0.0029532,0.002803776,0.002700927,0.00262673,0.002574038,0.002527385,0.002481535,0.002425096,0.002357102,0.002272237,0.00217477,0.002064862,0.001949785,0.0018319,0.00171799,0.001609601,0.001511102,0.00142226,0.001345125
0.019292868,0.017370603,0.015178212,0.013311055,0.011717821,0.010293726,0.009033405,0.00789,0.006881003,0.005986218,0.005222285,0.004572536,0.004042012,0.003610784,0.003274986,0.003014068,0.002821072,0.002677428,0.002576,0.002500477,0.002444354,0.002393671,0.002343805,0.002284664,0.002215569,0.002131939,0.002037723,0.001933135,0.001824664,0.001714376,0.001608244,0.001507567,0.001416163,0.001333756,0.001262119
0.018405677,0.016258765,0.014199278,0.012473256,0.011022141,0.009737901,0.008607515,0.007580098,0.006668334,0.005850861,0.005144227,0.004533917,0.004027728,0.00360885,0.003276256,0.003011696,0.002810035,0.002654077,0.002537816,0.002446047,0.002373334,0.002307024,0.002243644,0.002174387,0.002099306,0.002014394,0.001923376,0.001826048,0.001727878,0.001629982,0.00153718,0.001449924,0.001371237,0.001300366,0.001238711
0.017629969,0.015198296,0.013304103,0.01174989,0.010470126,0.009352596,0.008375607,0.007482344,0.006679822,0.005944331,0.005292877,0.004713398,0.004218185,0.003794566,0.00344611,0.003157674,0.002927107,0.002738996,0.00258917,0.002463812,0.002359081,0.002263927,0.002176412,0.002089175,0.002003082,0.001914566,0.001826869,0.001738979,0.001654914,0.001574376,0.001500624,0.001432842,0.00137294,0.001319341,0.001272844
0.016281726,0.013740617,0.011997603,0.010610546,0.009503738,0.008568072,0.007770266,0.007050747,0.006404894,0.005805229,0.005261992,0.004763307,0.004321206,0.003927037,0.00358764,0.003292782,0.003043863,0.002829542,0.0026484,0.00248986,0.002352202,0.002227085,0.00211406,0.002007657,0.001909148,0.001815577,0.001729329,0.00164884,0.001576532,0.001511064,0.001454098,0.001403885,0.001361133,0.001323635,0.001291408
0.014571857,0.011838579,0.010235523,0.009016185,0.00808898,0.00735443,0.006765218,0.006263759,0.00582914,0.005429937,0.005061698,0.004709484,0.004377645,0.004059736,0.003762438,0.003481953,0.00322358,0.002983575,0.002765137,0.002564395,0.002383241,0.002218253,0.002070838,0.001938296,0.001821826,0.00171925,0.001631431,0.001556327,0.001494268,0.001443046,0.001402378,0.001369771,0.001344398,0.001323553,0.001306118
0.013580128,0.010824849,0.009414082,0.008370595,0.00760709,0.007019212,0.006561699,0.006171147,0.005827621,0.005494874,0.005171122,0.00483997,0.004511202,0.004179968,0.003859421,0.003548161,0.003256815,0.002983197,0.002733895,0.002505496,0.002301668,0.002118704,0.001958751,0.001818442,0.001699133,0.001597839,0.001515318,0.00144874,0.001398265,0.001360957,0.001336328,0.001321118,0.001314155,0.001311775,0.001312292
0.012901793,0.010246878,0.00892079,0.00794616,0.007239628,0.006699672,0.006282855,0.005926713,0.005611892,0.005302224,0.004996286,0.004677917,0.004357687,0.00403146,0.003713458,0.003403142,0.003112033,0.002838583,0.002589873,0.002362807,0.002161177,0.001981336,0.001825319,0.001689672,0.001575536,0.001479802,0.001403026,0.001342292,0.001297629,0.001266082,0.001247102,0.001237435,0.001235862,0.001238687,0.001244134
0.01255253,0.010095617,0.008803093,0.007840496,0.007130668,0.006578413,0.006142937,0.005765831,0.005429335,0.005100444,0.004778505,0.004449369,0.004123188,0.003796514,0.003482217,0.003179631,0.002898691,0.002637541,0.002401938,0.002188593,0.002000348,0.00183351,0.001689468,0.001564829,0.001460318,0.001372963,0.00130308,0.001247948,0.001207485,0.001178975,0.001161853,0.00115315,0.001151713,0.001154187,0.001158932
0.012375709,0.009974733,0.008741518,0.00781218,0.007118103,0.006565373,0.00611789,0.005717861,0.005351955,0.004989107,0.004633417,0.004273163,0.003921973,0.003577458,0.003253508,0.002948663,0.002672006,0.002419985,0.002196931,0.001997973,0.001824812,0.001672721,0.001542481,0.001430212,0.001336479,0.001258202,0.001195803,0.001146651,0.001110884,0.001085949,0.001071529,0.001064828,0.001064936,0.001068649,0.001074533
0.012344953,0.010104551,0.008924294,0.008013247,0.007314354,0.006735819,0.006248046,0.005794859,0.005369411,0.004944148,0.004529652,0.004117648,0.003725635,0.003352133,0.003011296,0.002700149,0.002425936,0.002182825,0.00197304,0.001789855,0.001633457,0.001497997,0.001383436,0.001285385,0.001204117,0.001136449,0.00108283,0.00104074,0.001010503,0.000989762,0.000978441,0.000973963,0.000975665,0.000980557,0.000987433
0.01204509,0.009973008,0.008860681,0.00799037,0.007313238,0.006740212,0.006246367,0.005777259,0.005330302,0.004880351,0.004441929,0.004008821,0.003600735,0.003216662,0.002870892,0.002559617,0.002289154,0.002052533,0.00185099,0.00167694,0.001529907,0.001403556,0.001297508,0.001207168,0.001132702,0.001070894,0.001022229,0.000984251,0.000957387,0.000939383,0.000930289,0.000927635,0.000930882,0.000937124,0.000945256
0.011134387,0.009141094,0.008040608,0.007190235,0.006535016,0.006006117,0.005571333,0.005187202,0.004838565,0.004501278,0.004173658,0.00384618,0.003525798,0.003211255,0.002911849,0.002628348,0.002367846,0.002129831,0.001917977,0.001730136,0.001567447,0.001426972,0.001308569,0.00120927,0.00112848,0.001063542,0.001013768,0.000976823,0.000951971,0.000937007,0.000931004,0.000931616,0.00093754,0.000946119,0.000955703
0.010078471,0.008267832,0.007230275,0.00644585,0.005855685,0.005401587,0.005047379,0.004755342,0.004503541,0.004268002,0.004037675,0.003800241,0.003554429,0.003297856,0.003036376,0.002773571,0.00251773,0.002273484,0.002047403,0.001842021,0.001660567,0.001502933,0.001369574,0.001258691,0.001169269,0.001098917,0.001046161,0.00100862,0.00098477,0.000972323,0.000969653,0.000974343,0.000984463,0.000997298,0.001010638
0.009182837,0.007438196,0.006475336,0.005763837,0.0052428,0.004861103,0.004581219,0.004369954,0.004202212,0.004054722,0.003910547,0.003754972,0.003580086,0.003381324,0.00316073,0.002922962,0.002676754,0.002430746,0.002194231,0.001974054,0.001775762,0.00160201,0.001454135,0.001331482,0.001232868,0.001156148,0.001099282,0.001059839,0.00103569,0.001024448,0.001023935,0.001031624,0.001045061,0.001061409,0.00107796
0.008323666,0.006817121,0.005924363,0.005274648,0.004807834,0.004480618,0.004255512,0.004104432,0.004000506,0.003922187,0.003847847,0.003761059,0.003647332,0.003499572,0.003315011,0.00309868,0.00285888,0.002608143,0.002358268,0.002120741,0.001903447,0.00171205,0.001548675,0.001413853,0.001306064,0.001223391,0.001163087,0.001122668,0.001099312,0.001090541,0.001093545,0.00110569,0.001123901,0.001145205,0.001166283
0.007625035,0.006241097,0.005420554,0.004831541,0.004416269,0.00413496,0.003952176,0.003842514,0.003780191,0.003744916,0.00371448,0.003671827,0.003600198,0.003490717,0.003338172,0.003146587,0.002923478,0.002682242,0.00243566,0.002197115,0.001975908,0.001779301,0.001610291,0.001470242,0.001357889,0.001271601,0.001208565,0.001166339,0.001141928,0.001132822,0.001136011,0.001148802,0.001167913,0.001190296,0.001212429
0.007049962,0.005809723,0.005025248,0.004459171,0.004056004,0.003780192,0.003598103,0.003487837,0.003425413,0.00339379,0.003372286,0.003346112,0.003298506,0.003220645,0.003105007,0.002953602,0.002770544,0.00256708,0.0023536,0.002142793,0.001943323,0.001763093,0.001605491,0.001472921,0.001364651,0.001279871,0.001216056,0.001171246,0.001142506,0.001127607,0.001123551,0.001127953,0.001137703,0.001150274,0.001162582
0.006822375,0.005584627,0.004878969,0.004366793,0.004001708,0.003742956,0.003563418,0.003437107,0.003346415,0.003272851,0.003204334,0.003128112,0.003037809,0.002927399,0.00279715,0.002647815,0.002485,0.002313608,0.002141049,0.001972601,0.00181417,0.001668965,0.001540086,0.001428299,0.00133434,0.00125732,0.001196613,0.001150536,0.00111783,0.001096469,0.001084842,0.001080673,0.001082048,0.001086475,0.00109189
0.006406294,0.00529526,0.004621917,0.004125006,0.003762442,0.003495614,0.003300639,0.003153614,0.003040284,0.002944875,0.002858937,0.002772418,0.002681605,0.002581481,0.002472505,0.002353801,0.00222871,0.002098833,0.00196857,0.001840168,0.001717524,0.001602283,0.001497053,0.001402412,0.001319618,0.001248283,0.001188622,0.001139578,0.00110068,0.001070457,0.001047993,0.001031551,0.001019933,0.001011275,0.001004296
0.006083232,0.00502744,0.004437504,0.00399965,0.003680362,0.003433572,0.003242582,0.003078936,0.002936739,0.002799704,0.002669661,0.002538774,0.002413039,0.002288771,0.002172267,0.002060487,0.001957852,0.001860643,0.001771367,0.00168604,0.001606316,0.001528893,0.001455587,0.001384324,0.00131739,0.00125373,0.001195708,0.001142605,0.001096281,0.001055758,0.001022076,0.000993769,0.000971092,0.000952176,0.000936764
0.005878003,0.004853921,0.004332349,0.003943104,0.003659511,0.003430411,0.003244221,0.003069208,0.002905826,0.002737903,0.002574974,0.002411012,0.002258382,0.002113998,0.001987373,0.001873979,0.00177885,0.001695501,0.001625744,0.001562423,0.001506134,0.001450659,0.001397141,0.001341492,0.001286274,0.001229625,0.001175084,0.001121982,0.001073667,0.001029438,0.000991602,0.000958806,0.000932181,0.000909746,0.000891789
0.005484805,0.004526271,0.003975658,0.003556548,0.003239702,0.002986237,0.002782602,0.002606267,0.002453506,0.002312384,0.002185132,0.002065986,0.001959407,0.001861893,0.00177725,0.00170183,0.001637634,0.001580229,0.001530096,0.001482517,0.001437456,0.001390908,0.001343443,0.001292622,0.0012402,0.001185381,0.001130753,0.001076402,0.001024855,0.00097615,0.000932068,0.00089212,0.000857208,0.000826342,0.0007998
0.005428369,0.004650616,0.004160927,0.003788229,0.003508802,0.003287024,0.003109672,0.002953579,0.002813591,0.002676263,0.00254292,0.002407381,0.002274773,0.002142707,0.002016824,0.001895469,0.001782793,0.001676598,0.001579366,0.001488555,0.00140573,0.001328636,0.001258636,0.001194097,0.001136426,0.001084495,0.001039591,0.001000731,0.000968819,0.000942697,0.00092273,0.000907428,0.000896621,0.000888518,0.000882582
0.005286517,0.004569982,0.004082992,0.003709084,0.003424752,0.003203155,0.003029205,0.00288465,0.002760371,0.00264445,0.00253262,0.002418304,0.002301352,0.002179442,0.002055203,0.001928866,0.001804087,0.001681922,0.001565671,0.001456132,0.001355626,0.001264317,0.001183522,0.001112818,0.00105274,0.001002456,0.000961965,0.000930166,0.00090668,0.00089019,0.000879999,0.000874567,0.00087291,0.000873306,0.000874613
0.005182946,0.004530278,0.004037551,0.003655047,0.003359113,0.003133043,0.002959133,0.002824747,0.002715963,0.002622781,0.002534239,0.002443299,0.002343054,0.002231054,0.002105847,0.001970116,0.001827066,0.001682332,0.001540619,0.001407115,0.001285058,0.001177239,0.001084552,0.001007514,0.000945371,0.000897376,0.000862067,0.000838229,0.000824196,0.000818586,0.000819623,0.000825763,0.00083509,0.000845926,0.000856333
0.004833162,0.004350542,0.003816326,0.003394826,0.003059735,0.002809856,0.002622604,0.002494584,0.002405411,0.002349981,0.002308545,0.002274725,0.002230347,0.002171329,0.002086067,0.001978139,0.001846271,0.001701752,0.001549883,0.001402928,0.0012654,0.001144839,0.001041723,0.000958623,0.000893174,0.000845326,0.000811791,0.000791669,0.00078165,0.000780622,0.000785392,0.00079479,0.00080578,0.000817334,0.000826826
0.004555134,0.004152302,0.003650602,0.003249138,0.002924972,0.002680682,0.002495508,0.002368257,0.002279553,0.002225808,0.002187988,0.002160794,0.002126217,0.002080397,0.002010831,0.001920313,0.001805953,0.001678086,0.001540757,0.001406005,0.001277952,0.001164605,0.001066555,0.000987007,0.000923735,0.000877159,0.000843975,0.000823542,0.00081241,0.00080962,0.000811839,0.000818082,0.000825303,0.000832792,0.00083808
0.004262497,0.003962564,0.003536693,0.003186044,0.002895234,0.002663427,0.002477151,0.002333898,0.002221177,0.002135412,0.00206497,0.002006068,0.001948641,0.001890285,0.001824179,0.001751116,0.001668691,0.001581072,0.001489209,0.001398586,0.001310913,0.001230594,0.001158213,0.001096142,0.001043525,0.001001062,0.000966966,0.000940994,0.000920998,0.000906368,0.000895001,0.000886316,0.000878536,0.000871375,0.000863545
0.003997726,0.003711655,0.003352509,0.003050454,0.002794907,0.002583649,0.002407961,0.002265284,0.002147756,0.002052495,0.001972381,0.001904665,0.001843328,0.001786472,0.001729797,0.001672943,0.001613724,0.001553419,0.0014916,0.001430491,0.001370439,0.001313613,0.001260203,0.001211668,0.001167625,0.001128717,0.001094049,0.001063697,0.00103653,0.001012397,0.000990225,0.000969916,0.000950647,0.00093251,0.000914972
0.003785317,0.003609695,0.003305224,0.003033987,0.002791318,0.002576936,0.002387754,0.002223451,0.002081084,0.001959732,0.001856344,0.001769583,0.001696482,0.001635628,0.001584346,0.001541379,0.001504454,0.00147257,0.001443859,0.001417588,0.001392255,0.001367367,0.001341758,0.001315181,0.001286829,0.001256755,0.00122457,0.001190688,0.001155154,0.001118719,0.001081775,0.001045257,0.001009701,0.000976011,0.000944639
0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001
0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001
0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001
